idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
25864;2256;7;22/10/09;Producto danado o defectuoso;Intercambio por variante
25867;3318;1;14/9/20;Producto danado o defectuoso;Reembolso
25868;7538;7;15/6/19;Producto danado o defectuoso;Intercambio por variante
25868;14141;4;25/5/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25879;9684;5;30/11/11;Producto danado o defectuoso;Intercambio por variante
25883;9624;7;6/11/14;Producto o tamano incorrecto;Intercambio por variante
25896;7961;1;21/5/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25897;9544;6;15/3/17;Producto o tamano incorrecto;Credito de la tienda
25899;2220;6;21/8/14;Producto o tamano incorrecto;Intercambio por variante
25901;3214;5;8/3/14;Producto o tamano incorrecto;Intercambio por nuevos productos
25907;11880;7;9/8/07;Cambio de idea o insatisfaccion personal;Reembolso
25909;14375;10;27/9/20;Producto danado o defectuoso;Reembolso
25912;2809;5;15/4/05;Producto danado o defectuoso;Credito de la tienda
25914;9737;5;5/9/13;Cambio de idea o insatisfaccion personal;Reembolso
25915;1318;2;25/3/21;Producto danado o defectuoso;Intercambio por nuevos productos
25916;2344;8;26/10/04;Producto o tamano incorrecto;Intercambio por variante
25919;9405;4;28/4/06;Producto danado o defectuoso;Intercambio por nuevos productos
25925;10301;6;9/10/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
25928;10293;1;8/6/14;Producto danado o defectuoso;Reembolso
25929;12842;2;5/8/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25932;3481;2;11/3/12;Producto o tamano incorrecto;Reembolso
25934;13605;3;12/9/11;Producto o tamano incorrecto;Intercambio por nuevos productos
25940;6517;2;1/3/22;Producto danado o defectuoso;Intercambio por variante
25943;7678;5;13/3/07;Producto danado o defectuoso;Intercambio por variante
25949;1815;1;11/1/13;Producto o tamano incorrecto;Reembolso
25955;10015;1;11/3/21;Producto danado o defectuoso;Intercambio por nuevos productos
25956;14336;1;12/9/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
25961;3821;1;23/2/13;Producto o tamano incorrecto;Credito de la tienda
25965;14217;2;12/8/21;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25968;10942;8;6/1/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25972;4914;1;29/2/12;Producto o tamano incorrecto;Intercambio por nuevos productos
25982;27;5;8/9/13;Producto o tamano incorrecto;Intercambio por nuevos productos
25984;13100;1;4/11/15;Producto o tamano incorrecto;Credito de la tienda
25985;9638;5;12/5/11;Producto o tamano incorrecto;Intercambio por variante
25990;879;2;29/1/11;Producto o tamano incorrecto;Credito de la tienda
26001;1541;2;24/2/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
26005;12006;1;13/3/16;Cambio de idea o insatisfaccion personal;Credito de la tienda
26013;5793;3;27/8/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26014;11518;2;13/12/12;Producto danado o defectuoso;Reembolso
26015;7527;2;22/9/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26016;11774;6;25/5/16;Cambio de idea o insatisfaccion personal;Reembolso
26017;1781;1;2/11/20;Producto o tamano incorrecto;Reembolso
26019;5888;4;15/3/14;Producto o tamano incorrecto;Intercambio por nuevos productos
26036;6286;6;1/8/09;Producto o tamano incorrecto;Reembolso
26045;2278;8;6/7/22;Cambio de idea o insatisfaccion personal;Credito de la tienda
26056;324;2;22/9/16;Cambio de idea o insatisfaccion personal;Intercambio por variante
26058;5195;5;18/6/14;Producto danado o defectuoso;Intercambio por variante
26070;9606;2;31/8/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26071;3168;8;8/7/14;Producto o tamano incorrecto;Reembolso
26072;4518;10;6/12/08;Cambio de idea o insatisfaccion personal;Credito de la tienda
26073;8288;8;17/8/10;Producto danado o defectuoso;Reembolso
26080;12991;1;24/4/08;Cambio de idea o insatisfaccion personal;Credito de la tienda
26082;1395;1;23/5/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26101;3421;7;8/11/14;Producto o tamano incorrecto;Reembolso
26117;13556;8;19/4/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26119;7910;3;12/2/10;Producto danado o defectuoso;Intercambio por variante
26120;10172;8;22/3/16;Producto o tamano incorrecto;Credito de la tienda
26121;11084;5;27/3/23;Producto danado o defectuoso;Credito de la tienda
26123;14143;1;4/12/13;Producto danado o defectuoso;Intercambio por nuevos productos
26126;12909;1;25/11/10;Producto danado o defectuoso;Intercambio por nuevos productos
26128;12912;1;3/8/12;Producto o tamano incorrecto;Intercambio por nuevos productos
26130;8344;3;5/4/13;Producto o tamano incorrecto;Reembolso
26131;1821;5;8/6/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
26131;2638;1;17/6/09;Producto o tamano incorrecto;Reembolso
26148;14603;1;13/5/19;Cambio de idea o insatisfaccion personal;Reembolso
26150;11372;2;11/6/13;Producto danado o defectuoso;Credito de la tienda
26151;11615;4;27/2/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
26152;1592;1;4/3/13;Producto danado o defectuoso;Reembolso
26169;5853;3;25/3/18;Cambio de idea o insatisfaccion personal;Reembolso
26170;6069;2;29/6/21;Producto danado o defectuoso;Credito de la tienda
26173;9191;6;14/12/21;Producto o tamano incorrecto;Intercambio por nuevos productos
26174;1105;3;19/9/16;Producto danado o defectuoso;Credito de la tienda
26179;12788;2;26/7/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
26184;13187;6;2/6/08;Producto danado o defectuoso;Reembolso
26184;6426;1;10/5/08;Producto o tamano incorrecto;Credito de la tienda
26187;14314;1;3/12/19;Producto danado o defectuoso;Intercambio por nuevos productos
26189;3457;1;29/5/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
26197;9614;2;20/10/14;Producto danado o defectuoso;Credito de la tienda
26200;8542;3;6/7/10;Cambio de idea o insatisfaccion personal;Intercambio por variante
26206;8929;10;5/9/10;Producto o tamano incorrecto;Intercambio por variante
26211;3631;2;7/7/07;Producto o tamano incorrecto;Intercambio por variante
26217;11758;1;21/8/07;Producto o tamano incorrecto;Credito de la tienda
26219;6696;2;18/10/14;Producto o tamano incorrecto;Credito de la tienda
26219;3780;4;24/10/14;Producto o tamano incorrecto;Intercambio por nuevos productos
26227;10421;4;1/5/10;Cambio de idea o insatisfaccion personal;Intercambio por variante
26233;10213;2;9/8/22;Producto o tamano incorrecto;Intercambio por variante
26233;493;5;11/7/22;Producto o tamano incorrecto;Reembolso
26235;1787;8;12/1/23;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26253;14605;3;26/12/14;Producto danado o defectuoso;Intercambio por variante
26253;6738;5;29/12/14;Producto o tamano incorrecto;Intercambio por variante
26258;5174;10;4/12/13;Cambio de idea o insatisfaccion personal;Reembolso
26263;14073;6;5/4/16;Producto o tamano incorrecto;Reembolso
26265;13728;2;24/2/23;Producto o tamano incorrecto;Reembolso
26265;2259;11;28/2/23;Producto o tamano incorrecto;Intercambio por nuevos productos
26268;14600;1;8/4/16;Producto o tamano incorrecto;Reembolso
26276;12720;2;21/11/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
26279;8121;3;16/11/08;Producto danado o defectuoso;Reembolso
26283;12345;10;21/3/20;Producto o tamano incorrecto;Intercambio por variante
26297;5484;1;17/6/07;Producto danado o defectuoso;Intercambio por nuevos productos
26298;3979;6;1/12/19;Producto o tamano incorrecto;Intercambio por variante
26300;9489;8;30/6/06;Producto o tamano incorrecto;Intercambio por nuevos productos
26303;9772;3;7/4/08;Cambio de idea o insatisfaccion personal;Intercambio por variante
26308;14412;4;23/8/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
26314;6562;3;10/9/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26334;11332;2;6/5/16;Producto o tamano incorrecto;Reembolso
26339;9045;2;30/3/19;Cambio de idea o insatisfaccion personal;Credito de la tienda
26357;7513;2;24/3/13;Cambio de idea o insatisfaccion personal;Reembolso
26358;4627;3;23/6/12;Producto danado o defectuoso;Credito de la tienda
26366;7120;1;19/7/19;Cambio de idea o insatisfaccion personal;Reembolso
26366;8057;1;5/8/19;Producto o tamano incorrecto;Reembolso
26372;8382;1;10/9/15;Producto danado o defectuoso;Reembolso
26377;3353;4;1/7/18;Producto o tamano incorrecto;Reembolso
26403;2004;11;12/2/17;Producto o tamano incorrecto;Reembolso
26409;1239;1;20/4/22;Producto o tamano incorrecto;Credito de la tienda
26410;8553;2;5/10/09;Producto o tamano incorrecto;Intercambio por variante
26411;9785;2;7/6/10;Cambio de idea o insatisfaccion personal;Reembolso
26412;4309;3;7/7/10;Producto o tamano incorrecto;Credito de la tienda
26418;3459;2;1/8/14;Producto o tamano incorrecto;Intercambio por variante
26419;9009;2;24/1/13;Producto danado o defectuoso;Intercambio por variante
26423;7964;1;22/4/15;Producto danado o defectuoso;Credito de la tienda
26424;5829;1;22/4/10;Producto danado o defectuoso;Reembolso
26431;483;1;12/8/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
26434;2336;4;15/2/12;Producto o tamano incorrecto;Intercambio por variante
26449;12657;3;30/12/07;Producto danado o defectuoso;Credito de la tienda
26450;340;4;25/10/17;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26458;9251;1;2/10/07;Producto o tamano incorrecto;Reembolso
26459;6506;4;2/11/09;Producto danado o defectuoso;Credito de la tienda
26470;7547;4;11/6/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26472;4690;4;17/9/15;Producto o tamano incorrecto;Reembolso
26476;13014;3;23/7/18;Producto danado o defectuoso;Intercambio por nuevos productos
26479;11157;2;25/4/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26484;10410;8;17/9/21;Producto danado o defectuoso;Intercambio por nuevos productos
26488;5431;10;9/4/17;Producto danado o defectuoso;Reembolso
26495;2200;7;9/8/12;Cambio de idea o insatisfaccion personal;Reembolso
26497;7433;1;10/9/19;Producto danado o defectuoso;Credito de la tienda
26498;7458;4;19/1/20;Producto danado o defectuoso;Intercambio por nuevos productos
26503;3271;9;17/10/18;Producto o tamano incorrecto;Credito de la tienda
26511;11659;8;28/4/16;Producto danado o defectuoso;Intercambio por variante
26520;10745;2;5/1/07;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26527;421;4;26/5/14;Producto danado o defectuoso;Credito de la tienda
26529;9385;12;18/2/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
26530;6185;4;17/3/14;Producto o tamano incorrecto;Credito de la tienda
26541;12263;1;23/6/08;Producto danado o defectuoso;Intercambio por nuevos productos
26542;4657;10;17/4/20;Producto o tamano incorrecto;Reembolso
26543;9881;4;27/9/15;Cambio de idea o insatisfaccion personal;Reembolso
26544;14264;6;12/11/12;Producto o tamano incorrecto;Intercambio por nuevos productos
26546;6073;6;23/7/13;Producto o tamano incorrecto;Reembolso
26547;11494;1;31/12/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26551;13927;2;15/4/09;Producto danado o defectuoso;Intercambio por nuevos productos
26556;3642;7;1/4/14;Producto danado o defectuoso;Reembolso
26562;175;2;26/10/13;Producto danado o defectuoso;Credito de la tienda
26567;3334;2;4/7/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
26576;6163;10;5/12/11;Cambio de idea o insatisfaccion personal;Reembolso
26583;13649;3;5/6/21;Cambio de idea o insatisfaccion personal;Credito de la tienda
26588;11684;2;29/6/14;Producto danado o defectuoso;Credito de la tienda
26590;8864;4;15/5/18;Producto danado o defectuoso;Intercambio por nuevos productos
26598;13500;2;7/10/08;Producto danado o defectuoso;Intercambio por variante
26600;4255;4;3/12/14;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26606;1729;1;3/6/09;Producto danado o defectuoso;Intercambio por nuevos productos
26610;346;5;14/11/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26611;3794;4;12/6/14;Producto o tamano incorrecto;Intercambio por nuevos productos
26614;3462;4;13/11/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
26617;12209;8;10/3/14;Producto danado o defectuoso;Intercambio por variante
26620;1022;2;6/10/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
26620;3339;1;16/9/09;Producto o tamano incorrecto;Credito de la tienda
26622;5492;1;2/6/13;Producto o tamano incorrecto;Intercambio por nuevos productos
26633;4782;3;30/8/18;Producto o tamano incorrecto;Credito de la tienda
26634;14157;11;7/4/09;Cambio de idea o insatisfaccion personal;Reembolso
26636;8301;3;30/11/07;Cambio de idea o insatisfaccion personal;Intercambio por variante
26639;11238;6;24/6/21;Producto o tamano incorrecto;Credito de la tienda
26645;9245;2;15/3/15;Producto o tamano incorrecto;Intercambio por variante
26657;5629;5;11/12/19;Producto o tamano incorrecto;Reembolso
26660;7393;2;18/6/13;Producto o tamano incorrecto;Reembolso
26669;6101;3;5/11/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26671;3381;1;15/3/14;Producto danado o defectuoso;Intercambio por variante
26672;12503;2;14/1/15;Producto o tamano incorrecto;Intercambio por variante
26683;9681;1;12/2/15;Producto o tamano incorrecto;Intercambio por nuevos productos
26687;14681;6;27/8/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26688;11039;3;23/12/12;Producto danado o defectuoso;Credito de la tienda
26689;6545;3;14/7/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
26697;7128;2;23/12/11;Producto danado o defectuoso;Intercambio por variante
26698;1517;2;25/12/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
26711;4316;2;25/12/16;Producto danado o defectuoso;Intercambio por variante
26712;4401;3;4/9/19;Producto o tamano incorrecto;Reembolso
26713;3562;3;18/8/18;Producto danado o defectuoso;Reembolso
26714;9137;5;17/9/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26723;2575;2;5/11/12;Cambio de idea o insatisfaccion personal;Reembolso
26725;7950;10;15/10/10;Producto danado o defectuoso;Credito de la tienda
26726;10964;1;26/6/14;Producto danado o defectuoso;Reembolso
26726;5707;3;18/6/14;Producto o tamano incorrecto;Credito de la tienda
26737;1979;2;19/7/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
26740;6374;3;1/4/10;Cambio de idea o insatisfaccion personal;Reembolso
26740;14734;1;21/3/10;Cambio de idea o insatisfaccion personal;Intercambio por variante
26746;8163;12;21/7/19;Producto o tamano incorrecto;Intercambio por nuevos productos
26759;7540;9;21/4/17;Producto danado o defectuoso;Intercambio por nuevos productos
26759;10979;4;15/5/17;Cambio de idea o insatisfaccion personal;Reembolso
26761;2812;6;16/4/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
26765;14496;1;11/3/16;Producto o tamano incorrecto;Intercambio por nuevos productos
26781;95;6;9/6/14;Producto o tamano incorrecto;Credito de la tienda
26790;13778;4;27/1/23;Cambio de idea o insatisfaccion personal;Credito de la tienda
26791;11089;2;13/5/13;Producto danado o defectuoso;Credito de la tienda
26792;13658;6;29/10/14;Producto danado o defectuoso;Intercambio por variante
26794;2275;9;19/7/18;Producto o tamano incorrecto;Reembolso
26798;7790;1;20/12/10;Producto o tamano incorrecto;Credito de la tienda
26815;3037;8;23/7/19;Producto danado o defectuoso;Reembolso
26816;8926;12;17/7/09;Producto danado o defectuoso;Credito de la tienda
26820;9954;4;25/8/06;Producto danado o defectuoso;Credito de la tienda
26842;13020;6;25/8/13;Producto danado o defectuoso;Intercambio por nuevos productos
26849;10214;4;14/5/12;Producto o tamano incorrecto;Intercambio por nuevos productos
26854;8481;2;20/4/20;Producto danado o defectuoso;Reembolso
